,name,brand,2G,3G,4G,5G,Announced,Status,Weight,Length,Width,Diameter,SIM,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,ratio,pixel,WLAN,Colors,Sensors,Bluetooth,GPU,Loudspeaker,3.5mm jack,Chipset,Network,Card slot,Storage,RAM
1254,htc one xl,htc,True,True,True,False,2012.0,Discontinued,129.0,134.8,69.9,8.9,Micro-SIM,Super IPS LCD2,4.7,312.0,64.6,Android 4.0,1800.0,180.0,2.0,16:9,921600.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","Gray, White","Accelerometer, gyro, proximity, compass","4.0, A2DP, aptX",Adreno 225,True,True,Qualcomm MSM8960 Snapdragon S4 Plus,"GSM / HSPA / LTE HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps",No,32GB,1GB
1255,htc one s c2,htc,True,True,False,False,2012.0,Discontinued,119.5,130.9,65.0,7.8,Micro-SIM,Super AMOLED,4.3,256.0,59.9,Android 4.0,1650.0,180.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, gyro, proximity, compass","4.0, A2DP, aptX",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,GSM / HSPA HSPA,No,16GB,1GB
1256,htc one s,htc,True,True,False,False,2012.0,Discontinued,119.5,130.9,65.0,7.8,Micro-SIM,Super AMOLED,4.3,256.0,59.9,Android 4.0,1650.0,220.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, gyro, proximity, compass","4.0, A2DP, aptX",Adreno 225,True,True,Qualcomm MSM8290,GSM / HSPA HSPA 42.2/5.76 Mbps,No,16GB,1GB
1257,htc one v,htc,True,True,False,False,2012.0,Discontinued,115.0,120.3,59.7,9.2,Mini-SIM,Super LCD2,3.7,252.0,54.3,Android 4.0.3,1500.0,130.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, Brown","Accelerometer, proximity","4.0, A2DP, aptX",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA,microSDHC (dedicated slot),,
1258,htc velocity 4g vodafone,htc,True,True,True,False,2012.0,Discontinued,163.8,128.8,67.0,11.3,Mini-SIM,S-LCD,4.5,245.0,64.7,Android 2.3,1620.0,160.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, White","Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",microSDHC (dedicated slot),16GB,1GB
1259,htc velocity 4g,htc,True,True,True,False,2012.0,Discontinued,163.8,128.8,67.0,11.3,Mini-SIM,S-LCD,4.5,245.0,64.7,Android 2.3.7,1620.0,200.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",microSDHC (dedicated slot),,
1260,htc titan ii,htc,True,True,True,False,2012.0,Discontinued,147.0,132.0,69.0,13.0,Mini-SIM,S-LCD,4.7,199.0,69.0,Phone 7.5,1730.0,200.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA",Black,"Accelerometer, gyro, proximity, compass","2.1, A2DP, EDR",,True,True,Qualcomm Snapdragon S2,GSM / HSPA / LTE HSPA,No,,
1261,htc rezound,htc,True,True,True,False,2011.0,Discontinued,170.1,129.0,65.5,13.7,Mini-SIM,S-LCD,4.3,342.0,60.3,Android 2.3.4,1620.0,160.0,2.0,16:9,921600.0,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot",Black,"Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8660 Snapdragon S3,"CDMA / EVDO / LTE EV-DO Rev.A 3.1 Mbps, LTE Class 13","microSDHC (dedicated slot), 16 GB included",16GB,1GB
1262,htc vivid,htc,True,True,True,False,2011.0,Discontinued,176.9,128.8,67.1,11.2,Mini-SIM,"S-LCD, 256K colors",4.5,245.0,64.6,Android 2.3.4,1620.0,160.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, White","Accelerometer, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm APQ8060 Snapdragon S3,"GSM / HSPA / LTE HSPA, LTE",microSDHC (dedicated slot),16GB,1GB
1263,htc evo design 4g,htc,True,True,False,False,2011.0,Discontinued,147.4,121.9,61.0,11.9,Mini-SIM,LCD,4.0,275.0,59.3,Android 2.3.4,1520.0,140.0,,16:9,518400.0,"Wi-Fi 802.11 b/g/n, WiMAX 802.16 e, hotspot, DLNA",Black,"Accelerometer, proximity, compass","3.0, A2DP",Adreno 205,True,True,Qualcomm MSM8655 Snapdragon S2,"GSM / CDMA / HSPA / EVDO EV-DO Rev.A 3.1 Mbps, HSPA","microSDHC (dedicated slot), 8 GB included",4GB,768MB
1264,htc sensation xl,htc,True,True,False,False,2011.0,Discontinued,162.5,132.5,70.7,9.9,Mini-SIM,S-LCD,4.7,199.0,67.1,Android 2.3,1600.0,170.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",White,"Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,No,16GB,768MB
1265,htc explorer,htc,True,True,False,False,2011.0,Discontinued,108.0,102.8,57.2,12.9,Mini-SIM,"TFT,  256K colors",3.2,180.0,51.9,Android 2.3,1230.0,70.0,,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot","Active Black, Active Navy, Metallic Black, Metallic Navy","Accelerometer, proximity","3.0, A2DP, EDR",Adreno 200,True,True,Qualcomm MSM7225A Snapdragon S1,GSM / HSPA HSPA 14.4/5.76 Mbps,microSDHC (dedicated slot),,
1266,htc amaze 4g,htc,True,True,False,False,2011.0,Discontinued,172.9,130.0,65.6,11.8,Mini-SIM,S-LCD,4.3,256.0,59.8,Android 2.3.4,1730.0,180.0,2.0,16:9,518400.0,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","Black, White","Accelerometer, proximity, compass","3.0, A2DP, EDR",Adreno 220,True,True,,GSM / HSPA HSPA 42.2/5.76 Mbps,microSDHC (dedicated slot),16GB,1GB
1267,htc raider 4g,htc,True,True,True,False,2011.0,Discontinued,177.0,128.0,67.0,11.2,Mini-SIM,TFT,4.5,245.0,65.1,Android 2.3.4,1620.0,230.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, gyro, proximity","3.0, A2DP, EDR",,True,True,,"GSM / CDMA / HSPA / EVDO / LTE HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps",microSDHC (dedicated slot),16GB,1GB
1268,htc rhyme,htc,True,True,False,False,2011.0,Discontinued,130.0,119.0,60.8,10.9,Mini-SIM,S-LCD,3.7,252.0,53.9,Android 2.3.4,1600.0,140.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","Clearwater, Hourglass, Plum","Accelerometer, proximity, compass","3.0, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,"microSDHC (dedicated slot), 8 GB included",4GB,768MB
1269,htc hero s,htc,True,True,False,False,2011.0,Discontinued,130.0,115.0,60.0,12.0,Mini-SIM,S-LCD,4.0,275.0,63.9,Android 2.3.4,1520.0,160.0,,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, proximity, compass","3.0, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8655 Snapdragon S2,"GSM / CDMA / EVDO HSPA 14.4/5.76 Mbps, EV-DO Rev.A 3.1 Mbps","microSDHC (dedicated slot), 8 GB included",4GB,768MB
1270,htc rhyme cdma,htc,True,True,False,False,2011.0,Discontinued,130.0,119.0,60.8,10.9,Mini-SIM,S-LCD,3.7,252.0,53.9,Android 2.3,1600.0,120.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","Clearwater, Hourglass, Plum","Accelerometer, proximity, compass","3.0, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,CDMA / EVDO EV-DO Rev.A 3.1 Mbps,"microSDHC (dedicated slot), 8 GB included",4GB,768MB
1271,htc sensation xe,htc,True,True,False,False,2011.0,Discontinued,151.0,126.1,65.4,11.3,Mini-SIM,S-LCD,4.3,256.0,61.8,Android 2.3.4,1730.0,140.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, White","Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,GSM / HSPA HSPA 14.4/5.76 Mbps,microSDHC (dedicated slot),,
1272,htc jetstream,htc,True,True,True,False,2011.0,Discontinued,709.0,251.0,178.0,13.0,Mini-SIM,LCD,10.1,149.0,66.2,Android 3.1,7300.0,280.0,2.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, compass","3.0, A2DP",Adreno 220,False,True,Qualcomm MSM8260 Snapdragon S3,"GSM / HSPA / LTE HSPA 14.4/5.76 Mbps, LTE",microSDHC (dedicated slot),32GB,1GB
1273,htc lead,htc,True,True,True,False,,Discontinued,,,,,Mini-SIM,IPS LCD,4.3,217.0,,Android 2.3,,,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, proximity","3.0, A2DP, EDR",,True,True,Broadcom BCM4329,GSM / HSPA / LTE HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),,
1274,htc titan,htc,True,True,False,False,2011.0,Discontinued,160.0,131.5,70.7,9.9,Mini-SIM,S-LCD,4.7,199.0,67.6,Phone 7.5,1600.0,140.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA",Carbon Gray,"Accelerometer, gyro, proximity, compass","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,No,16GB,512MB
1275,htc radar,htc,True,True,False,False,2011.0,Discontinued,137.0,120.5,61.5,10.9,Mini-SIM,S-LCD,3.8,246.0,55.5,Phone 7.5,1520.0,140.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA","Active White, Metal Silver","Accelerometer, proximity","2.1, A2DP, EDR",Adreno 205,False,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,No,8GB,512MB
1276,htc panache,htc,True,True,False,False,2011.0,Discontinued,150.0,122.2,62.5,11.1,Mini-SIM,TFT,3.8,246.0,53.8,Android 2.3,1400.0,200.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, proximity","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/2 Mbps,"microSDHC (dedicated slot), 8 GB included",,
1277,htc status,htc,True,True,False,False,2011.0,Discontinued,120.0,114.4,64.6,10.7,Mini-SIM,"TFT,  256K colors",2.6,222.0,27.2,Android 2.3,1250.0,70.0,,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Silver","Accelerometer, proximity, compass","3.0, A2DP",Adreno 200,True,True,Qualcomm MSM7227 Snapdragon S1,GSM / HSPA HSPA 7.2/0.384 Mbps,microSDHC (dedicated slot),,
1278,htc glacier,htc,True,True,False,False,,Discontinued,,,,,Mini-SIM,TFT,3.8,246.0,,Android 2.2,,,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA,"microSDHC (dedicated slot), 8 GB included",,
1279,htc trophy,htc,True,True,False,False,2011.0,Discontinued,139.0,119.0,61.0,12.0,Mini-SIM,TFT,3.8,246.0,56.6,Phone 7,1300.0,90.0,,5:3,384000.0,"Wi-Fi 802.11b/g/n, DLNA",Black,"Accelerometer, proximity","2.1, A2DP, EDR",Adreno 200,False,True,Qualcomm QSD8650 Snapdragon S1,"GSM / CDMA / HSPA / EVDO HSPA 7.2/2 Mbps, EV-DO Rev.A 3.1 Mbps",No,16GB,576MB
1280,htc droid incredible 2,htc,True,True,False,False,2011.0,Discontinued,135.0,120.7,64.0,12.2,Mini-SIM,S-LCD,4.0,233.0,59.0,Android 2.2,1450.0,100.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, Red, White","Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8655 Snapdragon S2,"GSM / CDMA / HSPA / EVDO EV-DO Rev.A 3.1 Mbps, HSPA","microSDHC (dedicated slot), 16 GB included",1GB,768MB
1281,htc sensation 4g,htc,True,True,False,False,2011.0,Discontinued,148.0,126.1,65.4,11.3,Mini-SIM,S-LCD,4.3,256.0,61.8,Android 2.3,1520.0,210.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,GSM / HSPA HSPA 14.4/5.76 Mbps,"microSDHC (dedicated slot), 8 GB included",1GB,768MB
1282,htc evo 3d,htc,True,True,False,False,2011.0,Discontinued,170.0,126.0,65.0,12.1,Mini-SIM,3D LCD,4.3,256.0,62.2,Android 2.3,1730.0,150.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, gyro, proximity, compass","3.0, A2DP, EDR",Adreno 220,True,True,Qualcomm MSM8660 Snapdragon S3,GSM / HSPA HSPA 14.4/5.76 Mbps,microSDHC (dedicated slot),1GB,1GB
1283,htc sensation,htc,True,True,False,False,2011.0,Discontinued,148.0,126.1,65.4,11.3,Mini-SIM,S-LCD,4.3,256.0,61.8,Android 2.3.4,1520.0,120.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, Ice White","Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,GSM / HSPA HSPA 14.4/5.76 Mbps,"microSDHC (dedicated slot), 8 GB included",1GB,768MB
1284,htc evo 3d cdma,htc,True,True,False,False,2011.0,Discontinued,170.1,127.0,66.0,11.9,Mini-SIM,3D S-LCD,4.3,256.0,60.8,Android 2.3,1730.0,220.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, WiMAX 802.16 e, DLNA, hotspot","Black, plum","Accelerometer, gyro, proximity, compass","3.0, A2DP, EDR",Adreno 220,True,True,Qualcomm MSM8660 Snapdragon S3,CDMA / EVDO EV-DO Rev.A 3.1 Mbps,microSDHC (dedicated slot),4GB,1GB
1285,htc hd7s,htc,True,True,False,False,2011.0,Discontinued,162.0,122.0,68.0,11.2,Mini-SIM,S-LCD,4.3,217.0,63.4,Phone 7,1230.0,120.0,,5:3,384000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity, compass","2.1, A2DP",Adreno 200,True,True,Qualcomm QSD8250 Snapdragon S1,GSM / HSPA HSPA 7.2/2 Mbps,No,16GB,576MB
1286,htc prime,htc,True,True,False,False,,Discontinued,,,,,Mini-SIM,S-LCD,3.7,252.0,,Phone 7,,,,5:3,384000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity","2.1, A2DP",,True,True,,GSM / HSPA HSPA,No,,
1287,htc merge,htc,True,True,False,False,2011.0,Discontinued,198.0,120.7,61.9,13.8,Mini-SIM,S-LCD,3.8,246.0,55.0,Android 2.2,1400.0,160.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",,True,True,Qualcomm MSM7630,GSM / CDMA / HSPA / EVDO EV-DO Rev.A 3.1 Mbps / HSPA,microSDHC (dedicated slot),2GB,512MB
1288,htc incredible s,htc,True,True,False,False,2011.0,Discontinued,135.5,120.0,64.0,11.7,Mini-SIM,S-LCD,4.0,233.0,59.3,Android 2.2,1450.0,190.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, Red","Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,"microSDHC (dedicated slot), 8 GB included",1GB,768MB
1289,htc desire s,htc,True,True,False,False,2011.0,Discontinued,130.0,115.0,59.8,11.6,Mini-SIM,S-LCD,3.7,252.0,56.7,Android 2.3,1450.0,100.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, Red","Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,microSDHC (dedicated slot),1GB,768MB
1290,htc wildfire s,htc,True,True,False,False,2011.0,Discontinued,105.0,101.3,59.4,12.4,Mini-SIM,"TFT,  256K colors",3.2,180.0,50.7,Android 2.3,1230.0,100.0,,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Silver, Brown, Lilac","Accelerometer, proximity, compass","3.0, A2DP, EDR",Adreno 200,True,True,Qualcomm MSM7227 Snapdragon S1,GSM / HSPA HSPA 7.2/0.384 Mbps,"microSDHC (dedicated slot), 2 GB included",,
1291,htc salsa,htc,True,True,False,False,2011.0,Discontinued,120.0,109.1,58.9,12.3,Mini-SIM,TFT,3.4,170.0,53.6,Android 2.3,1520.0,130.0,,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Silver, Lilac","Accelerometer, proximity, compass","3.0, A2DP",Adreno 200,True,True,Qualcomm MSM7227 Snapdragon S1,GSM / HSPA HSPA 7.2/0.384 Mbps,microSDHC (dedicated slot),,
1292,htc chacha,htc,True,True,False,False,2011.0,Discontinued,120.0,114.4,64.6,10.7,Mini-SIM,"TFT, 256K colors",2.6,222.0,27.2,Android 2.3,1250.0,70.0,,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Silver","Accelerometer, proximity, compass","3.0, A2DP",,True,True,,GSM / HSPA HSPA 7.2/0.384 Mbps,"microSDHC (dedicated slot), 2 GB included",,
1293,htc flyer,htc,True,True,False,False,2011.0,Discontinued,420.8,195.4,122.0,13.2,Mini-SIM,LCD,7.0,170.0,57.8,Android 2.3.3,4000.0,300.0,,16:9,614400.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Silver,"Accelerometer, compass","3.0, A2DP",Adreno 205,True,True,Qualcomm MSM8255T Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,microSDHC (dedicated slot),16GB,1GB
1294,htc flyer wi fi,htc,True,False,False,False,2011.0,Discontinued,420.8,195.4,122.0,13.2,,LCD,7.0,170.0,57.8,Android 2.3.3,4000.0,110.0,,16:9,614400.0,"Wi-Fi 802.11 b/g/n, DLNA",Silver,"Accelerometer, compass","3.0, A2DP",Adreno 205,True,True,Qualcomm MSM8255T Snapdragon S2,No cellular connectivity None,microSDHC (dedicated slot),16GB,1GB
1295,htc evo view 4g,htc,True,True,False,False,2011.0,Discontinued,425.0,196.0,112.0,13.0,Mini-SIM,LCD,7.0,170.0,62.8,Android 2.4,4000.0,220.0,,16:9,614400.0,"Wi-Fi 802.11 b/g/n, WiMAX 802.16 e, DLNA, hotspot",Silver,"Accelerometer, proximity, compass","3.0, A2DP",,True,True,,CDMA / EVDO EV-DO Rev.A 3.1 Mbps,microSDHC (dedicated slot),32GB,1GB
1296,htc inspire 4g,htc,True,True,False,False,2011.0,Discontinued,163.9,122.9,68.1,11.7,Mini-SIM,S-LCD,4.3,217.0,62.9,Android 2.2,1230.0,120.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (charges may apply)","Black, Brown, Red","Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps,"microSDHC (dedicated slot), 8 GB included",4GB,768MB
1297,htc freestyle,htc,True,True,False,False,2011.0,Discontinued,128.0,106.7,56.6,12.5,Mini-SIM,"TFT, 256K colors",3.2,180.0,50.5,,1300.0,70.0,,3:2,153600.0,No,Gray,,"2.0, A2DP, EDR",No,True,True,Qualcomm MSM7225 Snapdragon S1,GSM / HSPA HSPA 7.2/0.384 Mbps,microSDHC (dedicated slot),,
1298,htc thunderbolt 4g,htc,True,True,True,False,2011.0,Discontinued,164.0,122.0,66.0,13.0,Mini-SIM,TFT,4.3,217.0,65.4,Android 2.2,1400.0,230.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 205,True,True,Qualcomm MSM8655 Snapdragon S2,"CDMA / EVDO / LTE EV-DO Rev.A 3.1 Mbps, LTE","microSDHC (dedicated slot), 32 GB included",4GB,768MB
1299,htc evo shift 4g,htc,True,True,False,False,2011.0,Discontinued,130.0,117.0,60.0,16.0,Mini-SIM,"TFT, 65K colors",3.6,259.0,52.5,Android 2.2,1500.0,120.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, WiMAX 802.16 e, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP",Adreno 205,True,True,Qualcomm MSM7630 Snapdragon S2,CDMA / EVDO EV-DO Rev.A 3.1 Mbps,"microSDHC (dedicated slot), 2 GB included",2GB,512MB
1300,htc gratia,htc,True,True,False,False,2010.0,Discontinued,115.0,103.8,57.7,11.7,Mini-SIM,"TFT,  256K colors",3.2,180.0,50.9,Android 2.2,1200.0,120.0,,3:2,153600.0,"Wi-Fi 802.11 b/g, hotspot","Black, White, Green","Accelerometer, proximity, compass","2.1, A2DP",Adreno 200,True,True,Qualcomm MSM7227 Snapdragon S1,GSM / HSPA HSPA 7.2/2 Mbps,"microSDHC (dedicated slot), 2 GB included",,
1301,htc hd7,htc,True,True,False,False,2010.0,Discontinued,162.0,122.0,68.0,11.2,Mini-SIM,LCD,4.3,217.0,63.4,Phone 7,1230.0,120.0,,5:3,384000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity, compass","2.1, A2DP",Adreno 200,True,True,Qualcomm QSD8250 Snapdragon S1,GSM / HSPA HSPA 14.4/5.76 Mbps or HSPA 7.2/2 Mbps (carrier dependent),No,,
1302,htc 7 pro,htc,True,True,False,False,2010.0,Discontinued,185.0,117.5,59.0,15.5,Mini-SIM,TFT,3.6,259.0,53.2,Phone 7,1230.0,190.0,,5:3,384000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 200,True,True,Qualcomm QSD8250 Snapdragon S1,GSM / HSPA HSPA 7.2/2 Mbps,No,8GB,576MB
1303,htc 7 surround,htc,True,True,False,False,2010.0,Discontinued,165.0,119.7,61.5,13.0,Mini-SIM,IPS LCD,3.8,246.0,55.8,Phone 7,1230.0,90.0,,5:3,384000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity, compass","2.1, A2DP",Adreno 200,False,True,Qualcomm QSD8250 Snapdragon S1,GSM / HSPA HSPA 7.2/2 Mbps,No,16GB,448MB
1304,htc 7 mozart,htc,True,True,False,False,2010.0,Discontinued,130.0,119.0,60.2,11.9,Mini-SIM,S-LCD,3.7,252.0,54.4,Phone 7,1300.0,130.0,,5:3,384000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity","2.1, A2DP",Adreno 200,True,True,Qualcomm QSD8250 Snapdragon S1,GSM / HSPA HSPA 7.2/2 Mbps,No,8GB,576MB
1305,htc 7 trophy,htc,True,True,False,False,2010.0,Discontinued,140.0,118.5,61.5,12.0,Mini-SIM,S-LCD,3.8,246.0,56.4,Phone 7,1300.0,90.0,,5:3,384000.0,Wi-Fi 802.11b/g/n,Black,"Accelerometer, proximity","2.1, A2DP",Adreno 200,True,True,Qualcomm QSD8250 Snapdragon S1,GSM / HSPA HSPA 7.2/2 Mbps,No,8GB,576MB
1306,htc arrive,htc,True,True,False,False,2010.0,Discontinued,185.0,117.5,59.0,15.5,Mini-SIM,"TFT, 256K colors",3.6,259.0,53.2,Phone 7,1500.0,90.0,,5:3,384000.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",Adreno 200,True,True,Qualcomm QSD8250 Snapdragon S1,CDMA / EVDO EV-DO Rev.A 3.1 Mbps,No,8GB,576MB
1307,htc desire hd,htc,True,True,False,False,2010.0,Discontinued,164.0,123.0,68.0,11.8,Mini-SIM,LCD,4.3,217.0,62.9,Android 2.2,1230.0,150.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","Black, Brown","Accelerometer, proximity, compass","2.1, A2DP",Adreno 205,True,True,Qualcomm MSM8255 Snapdragon S2,GSM / HSPA HSPA 14.4/5.76 Mbps or HSPA 7.2/2 Mbps (carrier dependent),"microSDHC (dedicated slot), 8 GB included",,
1308,htc desire z,htc,True,True,False,False,2010.0,Discontinued,180.0,119.0,60.4,14.2,Mini-SIM,S-LCD,3.7,252.0,54.2,Android 2.2,1300.0,100.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP",Adreno 205,True,True,Qualcomm MSM7230,GSM / HSPA HSPA 14.4/5.76 Mbps,microSDHC (dedicated slot),,
1309,htc paradise,htc,True,True,False,False,,Cancelled,,,,,Mini-SIM,"TFT,  256K colors",3.2,180.0,,Android OS,1200.0,,,3:2,153600.0,Wi-Fi 802.11 b/g,Black,Accelerometer,"2.1, A2DP",,True,True,,GSM / HSPA HSPA,microSDHC (dedicated slot),,
1310,htc evo 4g+,htc,True,True,False,False,2011.0,Discontinued,160.0,126.0,65.0,12.1,Mini-SIM,Super LCD,4.3,256.0,62.2,Android 2.3.4,1730.0,150.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, DLNA, WiMAX 802.16 e",Black,"Accelerometer, gyro, proximity, compass","3.0, A2DP",Adreno 220,True,True,Qualcomm MSM8260 Snapdragon S3,GSM / HSPA HSPA 14.4/5.76 Mbps,"microSDHC (dedicated slot), 8 GB included",,
1311,htc aria,htc,True,True,False,False,2010.0,Discontinued,115.0,103.8,57.7,11.7,Mini-SIM,"TFT,  256K colors",3.2,180.0,50.9,Android 2.1,1200.0,150.0,,3:2,153600.0,Wi-Fi 802.11 b/g,Black,"Accelerometer, proximity, compass","2.1, A2DP",Adreno 200,True,True,Qualcomm MSM7227 Snapdragon S1,GSM / HSPA HSPA 7.2/0.384 Mbps,"microSDHC (dedicated slot), 2 GB included",,
1312,htc wildfire cdma,htc,True,True,False,False,2010.0,Discontinued,115.0,116.9,61.0,12.0,Mini-SIM,"TFT,  256K colors",3.2,125.0,44.5,Android 2.1,1300.0,110.0,,4:3,76800.0,"Wi-Fi 802.11 b/g, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",,True,True,,CDMA / EVDO EV-DO Rev.A 3.1 Mbps,"microSDHC (dedicated slot), 2 GB included",,
